販売名,成分名,規格,YJコード,メーカー,先発後発,局方,薬価,院外処方可否,判定根拠,廃止経過措置,廃止区分,備考
フィアスプ注　１００単位／ｍＬ,インスリンアスパルト（遺伝子組換え）,１００単位１ｍＬバイアル,2492415A5026,ノボ　ノルディスク　ファーマ,先発品,,216,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
フィアスプ注　ペンフィル,インスリンアスパルト（遺伝子組換え）,３００単位１筒,2492415A6022,ノボ　ノルディスク　ファーマ,先発品,,871,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
ノボラピッド注　フレックスペン,インスリンアスパルト（遺伝子組換え）,３００単位１キット,2492415G1031,ノボ　ノルディスク　ファーマ,先発品,,1058,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
ノボラピッド３０ミックス注　フレックスペン,インスリンアスパルト（遺伝子組換え）,３００単位１キット,2492415G2020,ノボ　ノルディスク　ファーマ,先発品,,1251,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
ノボラピッド５０ミックス注　フレックスペン,インスリンアスパルト（遺伝子組換え）,３００単位１キット,2492415G4022,ノボ　ノルディスク　ファーマ,先発品,,1203,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
ノボラピッド注　フレックスタッチ,インスリンアスパルト（遺伝子組換え）,３００単位１キット,2492415G6025,ノボ　ノルディスク　ファーマ,先発品,,1380,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
フィアスプ注　フレックスタッチ,インスリンアスパルト（遺伝子組換え）,３００単位１キット,2492415G7021,ノボ　ノルディスク　ファーマ,先発品,,1289,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
ランタス注カート,インスリングラルギン（遺伝子組換え）,３００単位１筒,2492416A1033,サノフィ,先発品,局,773,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
ランタス注１００単位／ｍＬ,インスリングラルギン（遺伝子組換え）,１００単位１ｍＬバイアル,2492416A3036,サノフィ,先発品,局,241,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
ランタス注ソロスター,インスリングラルギン（遺伝子組換え）,３００単位１キット,2492416G2024,サノフィ,先発品,局,888,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
ランタスＸＲ注ソロスター,インスリングラルギン（遺伝子組換え）,４５０単位１キット,2492416G3020,サノフィ,先発品,局,1674,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
レベミル注　ペンフィル,インスリンデテミル（遺伝子組換え）,３００単位１筒,2492417A1038,ノボ　ノルディスク　ファーマ,先発品,,1007,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
レベミル注　フレックスペン,インスリンデテミル（遺伝子組換え）,３００単位１キット,2492417G1030,ノボ　ノルディスク　ファーマ,先発品,,1182,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
アピドラ注１００単位／ｍＬ,インスリングルリジン（遺伝子組換え）,１００単位１ｍＬバイアル,2492418A1024,サノフィ,先発品,,138,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
アピドラ注カート,インスリングルリジン（遺伝子組換え）,３００単位１筒,2492418A2020,サノフィ,先発品,,699,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
アピドラ注ソロスター,インスリングルリジン（遺伝子組換え）,３００単位１キット,2492418G1027,サノフィ,先発品,,874,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
トレシーバ注　ペンフィル,インスリンデグルデク（遺伝子組換え）,３００単位１筒,2492419A1029,ノボ　ノルディスク　ファーマ,先発品,,1167,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
トレシーバ注　フレックスタッチ,インスリンデグルデク（遺伝子組換え）,３００単位１キット,2492419G1021,ノボ　ノルディスク　ファーマ,先発品,,1559,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
インスリン　グラルギンＢＳ注カート「リリー」,インスリングラルギン（遺伝子組換え）［インスリングラルギン後続１］,３００単位１筒,2492420A1021,日本イーライリリー,,,646,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
インスリン　グラルギンＢＳ注ミリオペン「リリー」,インスリングラルギン（遺伝子組換え）［インスリングラルギン後続１］,３００単位１キット,2492420G1024,日本イーライリリー,,,997,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
インスリン　グラルギンＢＳ注キット「ＦＦＰ」,インスリングラルギン（遺伝子組換え）［インスリングラルギン後続２］,３００単位１キット,2492421G1029,富士フイルム富山化学,,,970,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
インスリン　リスプロＢＳ注１００単位／ｍＬ　ＨＵ「サノフィ」,インスリンリスプロ（遺伝子組換え）［インスリンリスプロ後続１］,１００単位１ｍＬバイアル,2492422A1020,サノフィ,,,121,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
インスリン　リスプロＢＳ注カート　ＨＵ「サノフィ」,インスリンリスプロ（遺伝子組換え）［インスリンリスプロ後続１］,３００単位１筒,2492422A2027,サノフィ,,,361,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
インスリン　リスプロＢＳ注ソロスター　ＨＵ「サノフィ」,インスリンリスプロ（遺伝子組換え）［インスリンリスプロ後続１］,３００単位１キット,2492422G1023,サノフィ,,,774,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
インスリン　アスパルトＢＳ注１００単位／ｍＬ　ＮＲ「サノフィ」,インスリンアスパルト（遺伝子組換え）［インスリンアスパルト後続１］,１００単位１ｍＬバイアル,2492423A1025,サノフィ,,,208,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
インスリン　アスパルトＢＳ注カート　ＮＲ「サノフィ」,インスリンアスパルト（遺伝子組換え）［インスリンアスパルト後続１］,３００単位１筒,2492423A2021,サノフィ,,,674,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
インスリン　アスパルトＢＳ注ソロスター　ＮＲ「サノフィ」,インスリンアスパルト（遺伝子組換え）［インスリンアスパルト後続１］,３００単位１キット,2492423G1028,サノフィ,,,1213,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
アウィクリ注　フレックスタッチ　総量３００単位,インスリン　イコデク（遺伝子組換え）,３００単位１キット,2492424G1022,ノボ　ノルディスク　ファーマ,先発品,,2081,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
アウィクリ注　フレックスタッチ　総量７００単位,インスリン　イコデク（遺伝子組換え）,７００単位１キット,2492424G2029,ノボ　ノルディスク　ファーマ,先発品,,3809,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
ライゾデグ配合注　フレックスタッチ,インスリン　デグルデク（遺伝子組換え）・インスリン　アスパルト（遺伝子組換え）,３００単位１キット,2492500G1025,ノボ　ノルディスク　ファーマ,先発品,,1444,○,告示第十第一号 [インスリン製剤] マッチ規則:substring,,,
プロスタルモン・Ｆ注射液１０００,ジノプロスト,１ｍｇ１ｍＬ１管,2499401A2050,丸石製薬,先発品,,342,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ジノプロスト注射液１０００μｇ「Ｆ」,ジノプロスト,１ｍｇ１ｍＬ１管,2499401A2093,富士製薬工業,,,228,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ジノプロスト注射液２０００μｇ「Ｆ」,ジノプロスト,２ｍｇ２ｍＬ１管,2499401A3081,富士製薬工業,,,500,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
サンドスタチン皮下注用５０μｇ,オクトレオチド酢酸塩,５０μｇ１ｍＬ１管,2499403A1037,ノバルティス　ファーマ,先発品,,566,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オクトレオチド皮下注５０μｇ「あすか」,オクトレオチド酢酸塩,５０μｇ１ｍＬ１管,2499403A1053,あすか製薬,,,428,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オクトレオチド酢酸塩皮下注５０μｇ「サンド」,オクトレオチド酢酸塩,５０μｇ１ｍＬ１管,2499403A1061,サンド,,,369,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
サンドスタチン皮下注用１００μｇ,オクトレオチド酢酸塩,１００μｇ１ｍＬ１管,2499403A2033,ノバルティス　ファーマ,先発品,,963,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オクトレオチド皮下注１００μｇ「あすか」,オクトレオチド酢酸塩,１００μｇ１ｍＬ１管,2499403A2050,あすか製薬,,,663,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オクトレオチド酢酸塩皮下注１００μｇ「サンド」,オクトレオチド酢酸塩,１００μｇ１ｍＬ１管,2499403A2068,サンド,,,633,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
サンドスタチンＬＡＲ筋注用キット１０ｍｇ,オクトレオチド酢酸塩,１０ｍｇ１キット（溶解液付）,2499403G1021,ノバルティス　ファーマ,先発品,,61720,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
サンドスタチンＬＡＲ筋注用キット２０ｍｇ,オクトレオチド酢酸塩,２０ｍｇ１キット（溶解液付）,2499403G2028,ノバルティス　ファーマ,先発品,,97568,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
サンドスタチンＬＡＲ筋注用キット３０ｍｇ,オクトレオチド酢酸塩,３０ｍｇ１キット（溶解液付）,2499403G3024,ノバルティス　ファーマ,先発品,,140349,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヒポクライン注射液１．２,ゴナドレリン酢酸塩,１．２ｍｇ３ｍＬ１管,2499404A1023,ニプロ,先発品,,18564,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
